"reply_id","user_id","full_text","view_count","bookmark_count","favorite_count","reply_count","retweet_count","quote_count","is_quote_status","lang","bookmarked","favorited","retweeted","created_at","user_mentions","name","username","first_name","last_name","location","bio","website","websites","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","profile_banner_url","profile_url","avatar_url","verified","is_blue_verified","can_dm","can_media_tag","user_created_at"
"1830121153748484557","47274731","@aniesbaswedan Bertemu Anies di CFD Senayan, Pramono: Belum Ada Pembicaraan Khusus
https://t.co/h8mjjAeI0k","33292",5,47,1,3,1,false,"in",false,false,false,"1/9/2024, 12.50.59","aniesbaswedan","Okezone","okezonenews","Okezone","","Jakarta","Official account of https://t.co/qT9eCbVhMP, MNC Media Group. Follow us for breaking news, current events, stories and special reports. #LengkapCepatBeritanya","http://Okezone.com","http://Okezone.com
http://www.okezone.com",1838387,60,767857,2055941,13899,1960,0,1838387,,false,"https://pbs.twimg.com/profile_banners/47274731/1709260708","https://www.x.com/okezonenews","https://pbs.twimg.com/profile_images/1810540685612982272/xGXr0xeX_normal.jpg",false,true,true,false,"15/6/2009, 13.14.53"
"1831194539589341238","1656208115803770880","Tired of bunions, plantar fasciitis, and hammertoes making walking a chore? Earthtreks shoes are designed with wide feet in mind! Their spacious 25% wider toe box and supportive design alleviate pain and discomfort, allowing you to walk freely and comfortably again.","6358",1,0,0,0,0,false,"en",false,false,false,"4/9/2024, 11.56.14","","Canles","canlesofficial","Canles","","Vancouver, Canada","👣 Engineered for walking | 👟 Comfy & versatile footwear for life's adventures | 🌿 Breathable, lightweight designs","https://canles.com/","https://canles.com/",4844,2,400,1029,0,54,0,4844,,false,"https://pbs.twimg.com/profile_banners/1656208115803770880/1721211254","https://www.x.com/canlesofficial","https://pbs.twimg.com/profile_images/1666678663084150784/41oyvaiH_normal.jpg",false,false,false,false,"10/5/2023, 15.03.23"
"1830141522618302795","1017270635465043968","@aniesbaswedan Jangan jaga jarak dengan masyarakat","18756",0,45,1,0,0,false,"in",false,false,false,"1/9/2024, 14.11.56","aniesbaswedan","Calon DPR","Generasiosing","Calon","DPR","Kota Surabaya, Jawa Timur","“Don’t let politics and the illusion of difference divide us”","","",2984,1621,6,8168,12363,0,0,2984,,false,"https://pbs.twimg.com/profile_banners/1017270635465043968/1713029024","https://www.x.com/Generasiosing","https://pbs.twimg.com/profile_images/1733097345456480256/IqdBxOzv_normal.jpg",false,true,false,false,"12/7/2018, 11.53.14"
"1830117332708180002","1256637410454036480","@aniesbaswedan Semangat dan sehat selalu pak 🤲🏻","39662",20,61,0,5,0,true,"in",false,false,false,"1/9/2024, 12.35.48","aniesbaswedan","Eat Simple","eatsimple_x","Eat","Simple","","Temukan harta karun makanan di akun ini 🍽️ || Business inq ? DM 📩","","",47634,2578,2513,80553,79608,56,0,47634,,false,"https://pbs.twimg.com/profile_banners/1256637410454036480/1692586714","https://www.x.com/eatsimple_x","https://pbs.twimg.com/profile_images/1693457490279837696/bJcpFj7s_normal.jpg",false,true,true,false,"3/5/2020, 00.31.33"
"1830132238538899808","1597815236408418305","@aniesbaswedan MasyaAllah Abah liat antusiasme masyarakat untuk Abah, sehat terus bah

https://t.co/c82q8JX9fl","16147",1,21,2,0,0,true,"in",false,false,false,"1/9/2024, 13.35.02","aniesbaswedan","Lala 🟠","shoping_daily","Lala","🟠","Bekasi, Jawa Barat","apa itu boros? itu namanya self reward ✨
Disclaimer‼️Review atas pemakaian PRIBADI. 
Efek atau selera kembali ke pribadi masing-masing.","","",232,195,247,8358,11688,1,0,232,,false,"https://pbs.twimg.com/profile_banners/1597815236408418305/1680667713","https://www.x.com/shoping_daily","https://pbs.twimg.com/profile_images/1793567803536240640/mg2tfpgG_normal.jpg",false,false,false,false,"30/11/2022, 11.50.28"
"1830127904744948202","1167426835463860224","@aniesbaswedan Keren pak👍","20501",1,14,0,0,0,false,"in",false,false,false,"1/9/2024, 13.17.49","aniesbaswedan","Gifunk","gifunk","Gifunk","","other side","I felt like a clown, hiding my sadness to make other people laugh.🤡 #BTC #SOL","","",965,846,13573,77581,51842,5,0,965,,false,"https://pbs.twimg.com/profile_banners/1167426835463860224/1723228971","https://www.x.com/gifunk","https://pbs.twimg.com/profile_images/1821980479148716032/kP3Vro7P_normal.jpg",false,true,true,false,"30/8/2019, 20.20.32"
"1830141445464105423","1017270635465043968","@aniesbaswedan Tetel blusukan","14982",0,4,0,0,0,false,"in",false,false,false,"1/9/2024, 14.11.37","aniesbaswedan","Calon DPR","Generasiosing","Calon","DPR","Kota Surabaya, Jawa Timur","“Don’t let politics and the illusion of difference divide us”","","",2984,1621,6,8168,12363,0,0,2984,,false,"https://pbs.twimg.com/profile_banners/1017270635465043968/1713029024","https://www.x.com/Generasiosing","https://pbs.twimg.com/profile_images/1733097345456480256/IqdBxOzv_normal.jpg",false,true,false,false,"12/7/2018, 11.53.14"
"1830242277236891930","17885887","@aniesbaswedan Sehat sehat ya pakk","6796",0,1,0,0,0,false,"in",false,false,false,"1/9/2024, 20.52.17","aniesbaswedan","Tiuz","Fahmialfaraqi","Tiuz","","Kalimantan Timur, Indonesia","akun kucing-kucingan ♡","","",292,267,2,592,121,0,0,292,,false,"https://pbs.twimg.com/profile_banners/17885887/1708135615","https://www.x.com/Fahmialfaraqi","https://pbs.twimg.com/profile_images/1758726594297016320/j25q7k9F_normal.jpg",false,true,true,false,"5/12/2008, 08.20.45"
"1830157924196630697","1384463623452385282","@aniesbaswedan Keren pak👍👍👍👍👍","11281",0,5,0,0,0,false,"in",false,false,false,"1/9/2024, 15.17.06","aniesbaswedan","गौरव सागर","proofdo","गौरव","सागर","बरेली, उप्र ","सामाजिक एवं राजनीतिक विश्लेषक ||देशहित सर्वोपरि ||
संविधान सर्वोपरि 👨‍⚖️|||||कॉल-9548034426 - 
DELED 2019~ TET CTET Qualified","","",4636,3458,871,5827,126940,0,0,4636,,false,"https://pbs.twimg.com/profile_banners/1384463623452385282/1653397459","https://www.x.com/proofdo","https://pbs.twimg.com/profile_images/1529085890995245056/VWWw-XPG_normal.jpg",false,true,false,false,"20/4/2021, 18.07.17"
"1830142379980112330","2545400612","@aniesbaswedan wew","13204",0,3,0,0,0,false,"und",false,false,false,"1/9/2024, 14.15.20","aniesbaswedan","Yuureikun","Yuureikunkun","Yuureikun","","","Random anime content sports and other japan stuff","","",1315,1036,531,17224,2306,5,0,1315,,false,"https://pbs.twimg.com/profile_banners/2545400612/1477228791","https://www.x.com/Yuureikunkun","https://pbs.twimg.com/profile_images/1824981442323230720/tuFpqDUH_normal.jpg",false,true,false,false,"4/6/2014, 13.40.38"
"1830601957561794809","1787698224394088448","@aniesbaswedan 👍🏻👍🏻👍🏻👍🏻👍🏻😊🎊","1058",0,0,0,0,0,false,"qme",false,false,false,"2/9/2024, 20.41.32","aniesbaswedan","유니퀸","eunyqueen1236","유니퀸","","","서울에서 제주로 온 제주살이맘🛬/ TSLA 주식 장기보유/세 아이 엄마👩🏻‍🌾/ 일상을 기억하려 기록 📝/필라테스/ 운동/ 여행/ 요리를 사랑하는/ 엄마.여자💐 선팔🫶🏻맞팔 환영합니다:)","","",1287,1147,121,6760,12481,6,0,1287,,false,"https://pbs.twimg.com/profile_banners/1787698224394088448/1720271008","https://www.x.com/eunyqueen1236","https://pbs.twimg.com/profile_images/1809572454882566144/EmrL9QBp_normal.jpg",false,true,true,false,"7/5/2024, 11.17.34"
"1830141002088354163","1288096548925009920","@aniesbaswedan Otw jadi jurkam Pramono","12155",0,0,3,0,0,false,"in",false,false,false,"1/9/2024, 14.09.51","aniesbaswedan","Apraa ⌘","apratamaa516","Apraa","⌘","","gimme a chanceee","","",588,0,138,5233,0,5,0,588,,false,"https://pbs.twimg.com/profile_banners/1288096548925009920/1640465743","https://www.x.com/apratamaa516","https://pbs.twimg.com/profile_images/1725799387107115008/Mf9dr_Se_normal.jpg",false,true,false,false,"28/7/2020, 19.58.52"
"1830123206734188968","1486934410754543618","@aniesbaswedan goks 🔥🔥","16253",0,0,0,0,0,true,"en",false,false,false,"1/9/2024, 12.59.09","aniesbaswedan","belalangdanau","belalangdanau","belalangdanau","","","JERSEY? CEK SOROTAN  ⬇️","","",644,682,163,4951,5435,0,0,644,,false,"https://pbs.twimg.com/profile_banners/1486934410754543618/1708439563","https://www.x.com/belalangdanau","https://pbs.twimg.com/profile_images/1757418879914254336/--2muKsg_normal.jpg",false,true,true,false,"28/1/2022, 12.29.36"
"1830118877222556073","1774405610718539776","@aniesbaswedan KEKUATAN RAKYAT 💪","12482",0,12,2,0,0,false,"in",false,false,false,"1/9/2024, 12.41.56","aniesbaswedan","TOUNDI","Toundi_12","TOUNDI","","","Uzi #MaendeleoYaSayansiNaTekinolojia#Elekroniki🖥️
#SogaZaKitaani#MaajabuYaUlimwengu","","",1594,1406,156,4767,4768,1,0,1594,,false,"https://pbs.twimg.com/profile_banners/1774405610718539776/1722348514","https://www.x.com/Toundi_12","https://pbs.twimg.com/profile_images/1825489022434832384/hzAXXyey_normal.jpg",false,true,true,false,"31/3/2024, 18.57.50"
"1830146546069090686","1092708930428563457","@aniesbaswedan Tetap melanjutkan perubahan pakk","9449",1,11,0,0,0,false,"in",false,false,false,"1/9/2024, 14.31.53","aniesbaswedan","𝐊𝐞𝐬𝐚𝐯𝐑𝐚𝐭𝐡","KesavaRath","𝐊𝐞𝐬𝐚𝐯𝐑𝐚𝐭𝐡","","Gandhadha Gudi","Here only for Daivaamsha #PawanKalyan 

Karnataka 💛❤️ 
#ViratKohli 
JAI JANASENA ✊🏼 JAI HIND 🇮🇳","","",1990,1391,2783,57682,54053,4,0,1990,,false,"https://pbs.twimg.com/profile_banners/1092708930428563457/1693150929","https://www.x.com/KesavaRath","https://pbs.twimg.com/profile_images/1750913182728933376/wcDWvWl5_normal.jpg",false,true,false,false,"5/2/2019, 15.58.05"
"1830117424659644788","1774405610718539776","@aniesbaswedan 👀👀👀👀👀‼️‼️","12217",0,1,0,0,0,false,"und",false,false,false,"1/9/2024, 12.36.10","aniesbaswedan","TOUNDI","Toundi_12","TOUNDI","","","Uzi #MaendeleoYaSayansiNaTekinolojia#Elekroniki🖥️
#SogaZaKitaani#MaajabuYaUlimwengu","","",1594,1406,156,4767,4768,1,0,1594,,false,"https://pbs.twimg.com/profile_banners/1774405610718539776/1722348514","https://www.x.com/Toundi_12","https://pbs.twimg.com/profile_images/1825489022434832384/hzAXXyey_normal.jpg",false,true,true,false,"31/3/2024, 18.57.50"
"1830146159714713813","1092708930428563457","@aniesbaswedan kami semua selalu support bapak","7536",0,1,0,0,0,false,"in",false,false,false,"1/9/2024, 14.30.21","aniesbaswedan","𝐊𝐞𝐬𝐚𝐯𝐑𝐚𝐭𝐡","KesavaRath","𝐊𝐞𝐬𝐚𝐯𝐑𝐚𝐭𝐡","","Gandhadha Gudi","Here only for Daivaamsha #PawanKalyan 

Karnataka 💛❤️ 
#ViratKohli 
JAI JANASENA ✊🏼 JAI HIND 🇮🇳","","",1990,1391,2783,57682,54053,4,0,1990,,false,"https://pbs.twimg.com/profile_banners/1092708930428563457/1693150929","https://www.x.com/KesavaRath","https://pbs.twimg.com/profile_images/1750913182728933376/wcDWvWl5_normal.jpg",false,true,false,false,"5/2/2019, 15.58.05"
"1830163773899870347","1467507227602796546","@aniesbaswedan Tuhan akan memberikan jln yg terbaik untuk pak anis .🥰","6086",1,7,2,0,0,false,"in",false,false,false,"1/9/2024, 15.40.21","aniesbaswedan","AKSHITHA REDDY","Akshitha_02","AKSHITHA","REDDY","","Broken 💔","","",887,534,106,1534,342,0,0,887,,false,"https://pbs.twimg.com/profile_banners/1467507227602796546/1724517784","https://www.x.com/Akshitha_02","https://pbs.twimg.com/profile_images/1827758044819648512/-lij89mC_normal.jpg",false,true,true,false,"5/12/2021, 21.52.48"
"1830173261365461039","1467507227602796546","@aniesbaswedan Biarkan masyarakat Indonesia yang sebenarnya menyampaikan kepada masyarakat ..","4662",1,4,0,0,0,false,"in",false,false,false,"1/9/2024, 16.18.03","aniesbaswedan","AKSHITHA REDDY","Akshitha_02","AKSHITHA","REDDY","","Broken 💔","","",887,534,106,1534,342,0,0,887,,false,"https://pbs.twimg.com/profile_banners/1467507227602796546/1724517784","https://www.x.com/Akshitha_02","https://pbs.twimg.com/profile_images/1827758044819648512/-lij89mC_normal.jpg",false,true,true,false,"5/12/2021, 21.52.48"
"1830144849070191044","1467507227602796546","@aniesbaswedan Jangan jaga jarak dengan masyarakat ...","5602",0,5,0,0,0,false,"in",false,false,false,"1/9/2024, 14.25.09","aniesbaswedan","AKSHITHA REDDY","Akshitha_02","AKSHITHA","REDDY","","Broken 💔","","",887,534,106,1534,342,0,0,887,,false,"https://pbs.twimg.com/profile_banners/1467507227602796546/1724517784","https://www.x.com/Akshitha_02","https://pbs.twimg.com/profile_images/1827758044819648512/-lij89mC_normal.jpg",false,true,true,false,"5/12/2021, 21.52.48"
"1830117523238396414","162321194","@aniesbaswedan Terima kasih atas dedikasi dan semangatnya! Kami menghargai setiap dukungan dan akan terus berusaha untuk memenuhi aspirasi. Kekuatan kita ada dalam kebersamaan.","10630",0,8,0,0,0,false,"in",false,false,false,"1/9/2024, 12.36.34","aniesbaswedan","Jaga","drop2jaga","Jaga","","Chennai, India","Belongs to Dravidian stock || Mechanical Engineer || Dhoni ரசிகன்||","","",2101,2834,656,7138,8126,0,0,2101,,false,"https://pbs.twimg.com/profile_banners/162321194/1721473204","https://www.x.com/drop2jaga","https://pbs.twimg.com/profile_images/1766340390096191488/rayypu_R_normal.jpg",false,true,false,false,"3/7/2010, 16.08.38"
"1830118351051325533","1774405610718539776","@aniesbaswedan Biarkan masyarakat Indonesia yang sebenarnya menyampaikan kepada masyarakat","10274",1,10,0,1,0,false,"in",false,false,false,"1/9/2024, 12.39.51","aniesbaswedan","TOUNDI","Toundi_12","TOUNDI","","","Uzi #MaendeleoYaSayansiNaTekinolojia#Elekroniki🖥️
#SogaZaKitaani#MaajabuYaUlimwengu","","",1594,1406,156,4767,4768,1,0,1594,,false,"https://pbs.twimg.com/profile_banners/1774405610718539776/1722348514","https://www.x.com/Toundi_12","https://pbs.twimg.com/profile_images/1825489022434832384/hzAXXyey_normal.jpg",false,true,true,false,"31/3/2024, 18.57.50"
"1830171977711304881","366514052","@aniesbaswedan MasyaAllah ikut terharu 

https://t.co/5DXd4WJgux","3992",3,4,2,2,0,true,"in",false,false,false,"1/9/2024, 16.12.57","aniesbaswedan","iva.seu 🍉","diandraptr_","iva.seu","🍉","","","","",864,544,62,9735,2047,0,0,864,,false,,"https://www.x.com/diandraptr_","https://pbs.twimg.com/profile_images/1793135514608193538/vRwo-GMD_normal.jpg",false,false,true,false,"2/9/2011, 16.33.49"
"1830115959962538052","1338433730550095873","@aniesbaswedan Pagi-pagi saya liat ini ditiktok, wajahnya polos banget pak @aniesbaswedan 
Raja jawa bukan Mulyono yaa catet 😂🤣 https://t.co/3HcZ5oBzYG","13728",19,190,11,39,6,false,"in",false,false,false,"1/9/2024, 12.30.21","aniesbaswedan; aniesbaswedan","𝐑𝐞𝐳𝐢𝐦𝐇𝐲𝐛𝐫𝐢𝐝","Hudakeyy","𝐑𝐞𝐳𝐢𝐦𝐇𝐲𝐛𝐫𝐢𝐝","","Alam_Semesta","(𝐏𝐞𝐫𝐝𝐮𝐥𝐢) 𝐍𝐨 𝐅𝐚𝐧𝐚𝐭𝐢𝐤! Apapun Partainya Selama Berpihak Untuk Rakyat Gw Dukung👌🏻","","",4934,342,2636,11335,14924,1,0,4934,,false,"https://pbs.twimg.com/profile_banners/1338433730550095873/1683628757","https://www.x.com/Hudakeyy","https://pbs.twimg.com/profile_images/1661156535706198023/T20o3Rt6_normal.jpg",false,false,true,false,"14/12/2020, 17.41.20"
"1830120291370156495","1603978502058827777","@aniesbaswedan Alhamdulillah Pak Anies Sehat Wa Afiat.
Tetap Semangat,Istiqomah dan Amanah Pak Anies.
Kami menunggu Ikhtiar anda melanjutkan perjalanan untuk berlayar dgn Bahtera yg Baru menuju Nawa Cita dlm NKRI berPancasila Berkedaulatan,BerKeadilan Sosial bagi seluruh Rakyat Indonesia. https://t.co/XaxzVN3K7E","5652",2,45,1,5,0,false,"in",false,false,false,"1/9/2024, 12.47.34","aniesbaswedan","Jihadi","RKianSantang99","Jihadi","","","وَلَا تَقُولُوا۟ لِمَن يُقْتَلُ فِى سَبِيلِ ٱللَّهِ أَمْوَٰتٌۢۚ بَلْ أَحْيَآءٌ وَلَٰكِن لَّا تَشْعُرُونَ","","",507,389,1075,55039,56249,0,0,507,,false,"https://pbs.twimg.com/profile_banners/1603978502058827777/1699531471","https://www.x.com/RKianSantang99","https://pbs.twimg.com/profile_images/1828227345460981760/Zpqy7It7_normal.jpg",false,false,true,false,"17/12/2022, 12.01.31"
"1830300822871413167","3184957849","@aniesbaswedan Perhatikan baik2 tulisan di baju Pak Anies: ""We the People"". Jadi merinding, sy baru tersadarkan, ternyata segala aksi, perbuatan bahkan pakaian dn baju yg dikenakan Pak Anies ada makna dan pesan khusus yg ingin disampaikan. Hanya org2 se-frekuensi yg bisa nangkap pesan itu. https://t.co/1YHCDYl4V2","675",0,18,0,4,1,false,"in",false,false,false,"2/9/2024, 00.44.56","aniesbaswedan","Muh. Lukman Thamrin","SinergyPTBest","Muh.","Lukman Thamrin","Bogor, Jawa Barat","Untuk hidup yang lebih baik...","https://linktr.ee/muhlukmanthamrin","https://linktr.ee/muhlukmanthamrin",237,1039,682,3962,4158,0,0,237,,false,"https://pbs.twimg.com/profile_banners/3184957849/1625720996","https://www.x.com/SinergyPTBest","https://pbs.twimg.com/profile_images/1645747791489298432/Cu2bwhsZ_normal.jpg",false,false,true,false,"4/5/2015, 14.52.19"
"1831194490821898366","1656208115803770880","Tired of bunions, plantar fasciitis, and hammertoes making walking a chore? Earthtreks shoes are designed with wide feet in mind! Their spacious 25% wider toe box and supportive design alleviate pain and discomfort, allowing you to walk freely and comfortably again.","8512",1,0,0,0,0,false,"en",false,false,false,"4/9/2024, 11.56.03","","Canles","canlesofficial","Canles","","Vancouver, Canada","👣 Engineered for walking | 👟 Comfy & versatile footwear for life's adventures | 🌿 Breathable, lightweight designs","https://canles.com/","https://canles.com/",4844,2,400,1029,0,54,0,4844,,false,"https://pbs.twimg.com/profile_banners/1656208115803770880/1721211254","https://www.x.com/canlesofficial","https://pbs.twimg.com/profile_images/1666678663084150784/41oyvaiH_normal.jpg",false,false,false,false,"10/5/2023, 15.03.23"
"1830115956078846365","1573678564939276288","@aniesbaswedan absen yg ketemu pa anies pagi ini ☝️ https://t.co/H0xZnnwllX","8348",2,141,4,7,1,false,"in",false,false,false,"1/9/2024, 12.30.20","aniesbaswedan","pablo honey","bismiIIahi","pablo","honey","","","","",122,1330,56,13054,67028,0,0,122,,false,"https://pbs.twimg.com/profile_banners/1573678564939276288/1719248402","https://www.x.com/bismiIIahi","https://pbs.twimg.com/profile_images/1739690761921400832/3JkswDzz_normal.jpg",false,false,false,false,"24/9/2022, 21.19.54"
"1830122172708499584","95860688","@aniesbaswedan Hikmah dtgnya selalu di kemudian hari 🥹🤍 Semangat trs utk menunaikan janji2 kemerdekaan di manapun berada, Pak Anies. Sehat2 selalu, barakallah 🤲🏻 https://t.co/0rVhuwsxmo","4969",1,32,1,3,0,true,"in",false,false,false,"1/9/2024, 12.55.02","aniesbaswedan","Syifa Apr","nenggsyifa","Syifa","Apr","Medan, Indonesia","Motret terus selagi ada kesempatan 💁🏻‍♀️📸","","",2035,730,4650,70395,11046,11,0,2035,,false,"https://pbs.twimg.com/profile_banners/95860688/1591498447","https://www.x.com/nenggsyifa","https://pbs.twimg.com/profile_images/1725648296251998208/ZNYGHQne_normal.jpg",false,false,true,false,"10/12/2009, 15.56.39"
"1830133667664183624","395680951","@aniesbaswedan Pak Anies, aku tadi juga di sana. You are loved by Jakarta people. Pada rebutan salaman sama minta foto 🥲 https://t.co/6i1ok7NGvQ","2726",0,34,0,2,0,false,"in",false,false,false,"1/9/2024, 13.40.43","aniesbaswedan","Valar Morghulis","selenophilinoid","Valar","Morghulis","Indonesia","a selenophile","","",1138,589,819,22189,9304,1,0,1138,,false,"https://pbs.twimg.com/profile_banners/395680951/1704989251","https://www.x.com/selenophilinoid","https://pbs.twimg.com/profile_images/1825221839779733504/yebyLzRt_normal.jpg",false,false,true,false,"22/10/2011, 09.18.46"
"1830116220198404195","375022875","@aniesbaswedan Pak Anies, saya harap program ""desak Anies"" tetap ada, meskipun cuma sebulan sekali, misalnya. Tapi saya harap program ini tetap berlanjut.","6124",1,47,7,0,0,false,"in",false,false,false,"1/9/2024, 12.31.23","aniesbaswedan","Dije Lubis","dijelubis","Dije","Lubis","Sumatera Utara, Indonesia","An ordinary mother who loves English and comics.","http://titikhujan.blogspot.com","http://titikhujan.blogspot.com",23,76,48,1183,7818,0,0,23,,false,"https://pbs.twimg.com/profile_banners/375022875/1722676775","https://www.x.com/dijelubis","https://pbs.twimg.com/profile_images/1826508099332562944/9Cch4OX5_normal.jpg",false,false,false,false,"17/9/2011, 18.09.26"
"1830115629468434495","786995660457332737","@aniesbaswedan Mas Anies akan selalu dirindukan warga Jakarta🫶🏻","7558",0,105,1,4,0,false,"in",false,false,false,"1/9/2024, 12.29.02","aniesbaswedan","Jakarta Maju Bersama","relawanJMB","Jakarta","Maju Bersama","Jakarta Capital Region","Akun resmi Relawan Jakarta Maju Bersama (JMB) | Dukung Jakarta Maju Bersama, Kawal Jakarta Bahagia | Instagram: @relawanJMB #JakartaMajuBersama #AyoBergerak","http://jakartamajubersama.com","http://jakartamajubersama.com",6044,874,609,4227,272,4,0,6044,,false,"https://pbs.twimg.com/profile_banners/786995660457332737/1479979028","https://www.x.com/relawanJMB","https://pbs.twimg.com/profile_images/1619356273434312704/2StPflyO_normal.jpg",false,false,false,false,"15/10/2016, 01.22.41"
"1830116127596560789","1452632243994652673","@aniesbaswedan Pak tolong dengan sangat, spill toko oren atau spill di mana beli kaos we the people nya yang jenengan kenakan di foto 🙏🏻","6273",0,42,3,3,0,false,"in",false,false,false,"1/9/2024, 12.31.01","aniesbaswedan","ini jamal she/her","ddaiifuku","ini","jamal she/her","🍀; SHE/HER","day6, sports, k-drama k-movie enjoyer","https://theactorispresent.kr/jung-woosung/","https://theactorispresent.kr/jung-woosung/",504,340,840,27331,1540,3,0,504,,false,"https://pbs.twimg.com/profile_banners/1452632243994652673/1722785504","https://www.x.com/ddaiifuku","https://pbs.twimg.com/profile_images/1829841193863118848/bz5vdbY4_normal.jpg",false,false,true,false,"25/10/2021, 20.45.01"
"1830485916193845377","1745256557062066177","@aniesbaswedan Nies anies @aniesbaswedan cuma jadi bahan lawakan temenmu 🤣🤣🤣🤣🤣🤣🤣

https://t.co/9jkCy7sFQD","259",0,2,2,2,1,true,"in",false,false,false,"2/9/2024, 13.00.25","aniesbaswedan; aniesbaswedan","BaksoPentol","BaksoPentol678","BaksoPentol","","Indonesia","Orang biasa NAJIS ma HOAKS •
Penggagas Gak Follow Anies 💪🤓","","",78,171,790,9859,6831,0,0,78,,false,"https://pbs.twimg.com/profile_banners/1745256557062066177/1704938800","https://www.x.com/BaksoPentol678","https://pbs.twimg.com/profile_images/1745265487708368896/OXB7S3i7_normal.jpg",false,false,false,false,"11/1/2024, 08.30.18"
"1830175120008364104","1531420107406454784","@aniesbaswedan anies pada akhirnya ada dukung pramono anung + rano karno..  pak anies tolong titip aspirasi ke mereka. buat komitmen,  kl perlu kontrak politik om. mereka siap eksekusi program sampean soal keresahan warga miskin kota.","1116",0,2,5,0,0,false,"in",false,false,false,"1/9/2024, 16.25.26","aniesbaswedan","cilox ✪","ecilox","cilox","✪","Jakarta Capital Region","Cilok bahagia aneka rasa. Pesan Tokped ~ Beli 1 Dapat 1. 𖤐","","",242,200,1213,8659,1037,1,0,242,,false,"https://pbs.twimg.com/profile_banners/1531420107406454784/1698943401","https://www.x.com/ecilox","https://pbs.twimg.com/profile_images/1753084157214048256/6BOlRTN7_normal.jpg",false,false,true,false,"31/5/2022, 06.39.53"
"1830132524796035254","1603965565638672384","@aniesbaswedan bapak sekarang lingkupnya jangan jakarta aja, sering turun kedaerah2 bapa sekarang punya basis pendukung, saya yakin kiprah bapak bisa dirasakan walau tanpa jabatan pemerintahan apapun, jgn lelah u berjuang n tetaplah seperti pa anies sekarang dgn pemikirannya, semangat pa","1934",0,10,1,1,0,false,"in",false,false,false,"1/9/2024, 13.36.10","aniesbaswedan","IndraShazaa","IndraShazaa","IndraShazaa","","","akun lama dikunci, yg mau follow2an boleh asal jangan akun penghina agama, ulama n provokator...salam kenal 🙏","","",247,396,17,6556,4210,0,0,247,,false,,"https://www.x.com/IndraShazaa","https://pbs.twimg.com/profile_images/1775404966473248768/D5CKsCTN_normal.jpg",false,false,false,false,"17/12/2022, 11.09.49"
"1830171336356086178","1455424541375696901","@aniesbaswedan Ada bagi2 sembako dan lempar2 kaos gak bah????
Kok rame banget, atau wawancara setingan sekalian, biar dunia internasional tau bah, wkwkwkwkkww","334",0,4,1,0,0,false,"in",false,false,false,"1/9/2024, 16.10.24","aniesbaswedan","Raden SyamiLL Syafi’i","Sunyisejati","Raden","SyamiLL Syafi’i","Jakarta Pusat, DKI Jakarta","Akun Baru
Yang Lama kena Suspen","","",335,881,316,6233,21897,0,0,335,,false,"https://pbs.twimg.com/profile_banners/1455424541375696901/1696729437","https://www.x.com/Sunyisejati","https://pbs.twimg.com/profile_images/1826182001331744768/qGoLzeJx_normal.jpg",false,false,false,false,"2/11/2021, 13.40.50"
"1830223402176753826","1460142601449840652","@aniesbaswedan Santun dan Harmonis. https://t.co/cxCDqLl7hy","777",0,3,2,0,0,false,"in",false,false,false,"1/9/2024, 19.37.17","aniesbaswedan","Nico Simanjuntak","Simanjunta9Nico","Nico","Simanjuntak","","","","",1592,819,6350,30606,13643,0,0,1592,,false,,"https://www.x.com/Simanjunta9Nico","https://pbs.twimg.com/profile_images/1460146654795866113/Nuta3_FP_normal.jpg",false,false,false,false,"15/11/2021, 14.08.56"
"1830139970318975439","1168102826624483329","@aniesbaswedan MasyaAllah, alhamdulillah, baarakallahu fiikum, anak"" Kakak adik org tua Abah InsyaAllah semuanya mencintai Abah, tetap bersama kami yaa bah, dlm suka maupun duka nya, semoga senantiasa Allah melindungi dan menjaga kita serta memberikan kemudahan kelapangan dan kelancaran, aamiin","1267",0,8,0,3,0,false,"in",false,false,false,"1/9/2024, 14.05.45","aniesbaswedan","ENS","ENS53311139","ENS","","","AKU LAHIR KARENA ALLAAH, 
AKU HIDUP DENGAN NAMA ALLAAH, 
AKU MATI KEMBALI KEPADA ALLAAH, 
LAA ILLAHA ILALLAH MUHAMMAD ROSULULLAH DIJIWA RAGAKU.

MUSLIM SUNNAH","","",2010,2624,2221,33954,23959,2,0,2010,,false,,"https://www.x.com/ENS53311139","https://pbs.twimg.com/profile_images/1280798865591988224/MEN8TYFv_normal.jpg",false,false,false,false,"1/9/2019, 17.06.54"
"1830447011633770901","518540606","@aniesbaswedan Maaf pak @aniesbaswedan ..dirasa perlu nanti bapak memberikan pernyataan sikap ttg apa yg harus dilakukan pendukung bapak dlm menghadapi pilkada Jakarta ini..mungkin msh banyak yg bingung bersikap..terima kasih","36",0,0,0,0,0,false,"in",false,false,false,"2/9/2024, 10.25.50","aniesbaswedan; aniesbaswedan","Rangga Mulya Adam","ranggamulyadam","Rangga","Mulya Adam","","Tidak perlu merasa malu tidak punya pacar... lebih baik hidup menjomblo sampai mendapatkan pasangan yang tepat...","","",126,811,2,874,161,0,0,126,,false,,"https://www.x.com/ranggamulyadam","https://pbs.twimg.com/profile_images/2034969600/TsMw4vA9_normal",false,false,false,false,"8/3/2012, 21.24.12"
